REQUEST_ID,CREATED_ON,REQUEST_TYPE,REQUEST_ORIGIN,STATUS,DEPARTMENT,NEIGHBORHOOD,COUNCIL_DISTRICT,WARD,TRACT,PUBLIC_WORKS_DIVISION,PLI_DIVISION,POLICE_ZONE,FIRE_ZONE,X,Y,GEO_ACCURACY
298016,2018-10-29T15:15:00,"Catch Basin, Clogged",Call Center,0,Pittsburgh Water and Sewer Authority,Central Oakland,3,4,42003040600,3,4,4,11-Feb,-79.9553037,40.436586,EXACT
298015,2018-10-29T15:13:00,Sinkhole,Call Center,0,DPW - Street Maintenance,Central Business District,6,2,42003020100,6,2,2,3-Jan,-79.9980286,40.4435943,EXACT
298014,2018-10-29T15:12:00,Abandoned Vehicle (parked on street),Call Center,0,Police - AVU,Westwood,2,28,42003563100,5,28,6,18-Jan,-80.05327461,40.43214581,APPROXIMATE
298013,2018-10-29T15:10:00,Rodent control,Call Center,0,Animal Care & Control,Beechview,4,19,42003192000,5,19,6,28-Apr,-80.02980554,40.40105295,APPROXIMATE
298012,2018-10-29T15:09:00,Building Without a Permit,Website,0,"Permits, Licenses and Inspections",Perry North,1,26,42003260200,1,26,1,15-Jan,-80.02461106,40.49144409,APPROXIMATE
298011,2018-10-29T15:09:00,Dumpster (on Street),Call Center,0,DOMI - Permits,Garfield,9,10,42003101700,2,10,5,4-Mar,-79.9375187,40.4653732,EXACT
298010,2018-10-29T15:07:00,Mayor's Office,Call Center,1,311,,,,,,,,,,,OUT_OF_BOUNDS
298009,2018-10-29T15:03:00,Weeds/Debris,Call Center,3,"Permits, Licenses and Inspections",South Side Slopes,3,17,42003170600,3,17,3,2-Apr,-79.99087563,40.42647583,EXACT
298008,2018-10-29T15:00:00,Abandoned Vehicle (parked on street),Call Center,0,Police - AVU,Garfield,9,10,42003101700,2,10,5,4-Mar,-79.93806151,40.46651489,APPROXIMATE
298006,2018-10-29T14:46:00,Hydrant,Website,0,Pittsburgh Water and Sewer Authority,Overbrook,4,32,42003320400,5,32,3,23-Apr,-79.9954572,40.3910619,EXACT
298007,2018-10-29T14:46:00,Mayor's Office,Call Center,0,311,,,,,,,,,,,OUT_OF_BOUNDS
298005,2018-10-29T14:45:00,Potholes,Call Center,0,DPW - Street Maintenance,Mount Washington,4,19,42003191500,5,19,3,27-Apr,-80.013755,40.4183573,EXACT
298004,2018-10-29T14:44:00,Leak,Text Message,0,Pittsburgh Water and Sewer Authority,Greenfield,5,15,42003151700,3,15,4,12-Feb,-79.937989,40.424446,EXACT
298002,2018-10-29T14:39:00,Mayor's Office,Call Center,0,311,,,,,,,,,,,OUT_OF_BOUNDS
298003,2018-10-29T14:39:00,Missed Blue Bag,Call Center,3,DPW - Refuse,East Allegheny,1,23,42003563200,1,23,1,5-Jan,-79.99697047,40.45752737,APPROXIMATE
298001,2018-10-29T14:38:00,Rodent control,Call Center,0,Animal Care & Control,Allentown,3,18,42003180300,5,18,3,6-Apr,-79.99267351,40.42108727,APPROXIMATE
298000,2018-10-29T14:21:00,Refuse Violations,Call Center,0,DPW - Refuse,Carrick,4,29,42003290400,3,29,3,15-Apr,-79.98011147,40.38849799,APPROXIMATE
297999,2018-10-29T14:20:00,Sinkhole,Call Center,0,DPW - Street Maintenance,Mount Washington,2,19,42003190300,5,19,3,1-Apr,-80.0143205,40.4329546,EXACT
297998,2018-10-29T14:19:00,Collapsed Catch Basin,Call Center,0,Pittsburgh Water and Sewer Authority,Mount Washington,2,19,42003190300,5,19,3,1-Apr,-80.0145369,40.4318479,EXACT
297997,2018-10-29T14:16:00,Accessibility Construction Issue,Call Center,0,"Permits, Licenses and Inspections",Squirrel Hill South,5,14,42003141400,3,14,4,21-Feb,-79.9242828,40.4283796,EXACT
297995,2018-10-29T14:13:00,City Facility,Twitter,3,DPW - Facilities,Brookline,4,19,42003191900,5,19,6,26-Apr,-80.0177445,40.3921305,EXACT
297996,2018-10-29T14:13:00,Early Set Out,Call Center,0,DPW - Refuse,Garfield,9,10,42003101600,2,10,5,4-Mar,-79.93950323,40.47016099,APPROXIMATE
297994,2018-10-29T14:07:00,Handicap Parking Signs,Call Center,0,DOMI - Traffic,Brookline,4,19,42003191800,5,19,6,26-Apr,-80.02034589,40.39232463,APPROXIMATE
297993,2018-10-29T14:07:00,Homeless,Website,0,Mayor's Office - Community Affairs,South Side Flats,3,17,42003170200,3,17,3,24-Apr,-79.9773552,40.427081,EXACT
297992,2018-10-29T14:04:00,Potholes,Call Center,0,DPW - Street Maintenance,Bon Air,4,18,42003562400,5,18,3,7-Apr,-80.0005565,40.4097262,EXACT
297991,2018-10-29T14:03:00,"Catch Basin, Clogged",Call Center,0,Pittsburgh Water and Sewer Authority,Brookline,4,19,42003191700,5,19,6,26-Apr,-80.0100632,40.4064263,EXACT
297990,2018-10-29T14:02:00,Improper Work in a Historic District,Website,0,"Permits, Licenses and Inspections",South Side Flats,3,17,42003170200,3,17,3,2-Apr,-79.99180955,40.42927869,APPROXIMATE
297989,2018-10-29T13:59:00,"Sidewalk, Overgrowth/Obstruction",Call Center,0,DOMI - Permits,Carrick,4,29,42003290400,3,29,3,23-Apr,-79.9870407,40.3903836,EXACT
297988,2018-10-29T13:54:00,Towed Vehicle,Call Center,0,Police - AVU,Beechview,4,19,42003191600,5,19,6,28-Apr,-80.0256527,40.4136484,EXACT
297987,2018-10-29T13:46:00,Snow Angel Intake,Call Center,1,,Central Business District,6,2,42003020100,6,2,2,4-Jan,-79.99579409,40.43936933,APPROXIMATE
297986,2018-10-29T13:44:00,Pruning (city tree),Call Center,0,DPW - Forestry Division,Brighton Heights,1,27,42003270100,1,27,1,14-Jan,-80.0376789,40.4810713,EXACT
297985,2018-10-29T13:38:00,Dead tree (Public property),Call Center,0,DPW - Forestry Division,Beechview,4,19,42003192000,5,19,6,28-Apr,-80.02015062,40.40854359,EXACT
297984,2018-10-29T13:37:00,Curb/Request for Asphalt Windrow,Call Center,0,DPW - Street Maintenance,Beechview,4,19,42003192000,5,19,6,28-Apr,-80.0200326,40.4087417,EXACT
297982,2018-10-29T13:36:00,Tree Fallen Across Road,Call Center,0,DPW - Street Maintenance,Brookline,4,19,42003191900,5,19,6,26-Apr,-80.0257234,40.3954887,EXACT
297983,2018-10-29T13:36:00,Mayor's Office,Call Center,1,311,Central Business District,6,2,42003020100,6,2,2,4-Jan,-79.99561003,40.43936856,APPROXIMATE
297981,2018-10-29T13:35:00,Missed Pick Up,Call Center,0,DPW - Refuse,Hazelwood,5,15,42003562300,3,15,4,13-Feb,-79.93958033,40.40241834,APPROXIMATE
297980,2018-10-29T13:30:00,Building Maintenance,Control Panel,3,"Permits, Licenses and Inspections",Beltzhoover,3,18,42003562400,5,18,3,16-Apr,-80.00308395,40.4167916,APPROXIMATE
297979,2018-10-29T13:28:00,Unpermitted HVAC Work,Control Panel,3,"Permits, Licenses and Inspections",Knoxville,3,30,42003300100,5,30,3,7-Apr,-79.99262813,40.41078292,APPROXIMATE
297978,2018-10-29T13:27:00,Potholes,Call Center,0,DPW - Street Maintenance,Squirrel Hill South,5,15,42003141400,3,15,4,15-Feb,-79.9261413,40.4210125,EXACT
297977,2018-10-29T13:23:00,Curb Paint,Call Center,0,DOMI - Traffic,Central Northside,6,25,42003220600,1,25,1,6-Jan,-80.0067295,40.458245,EXACT
297976,2018-10-29T13:22:00,Tree Fallen Across Road,Call Center,0,DPW - Street Maintenance,Brookline,4,19,42003191700,5,19,6,26-Apr,-80.0052364,40.4022408,EXACT
297975,2018-10-29T13:21:00,Pruning (city tree),Control Panel,0,DPW - Forestry Division,Squirrel Hill South,5,14,42003140800,3,14,4,21-Feb,-79.9168652,40.4363804,EXACT
297974,2018-10-29T13:20:00,Sidewalk Obstruction,Call Center,0,DOMI - Permits,Central Business District,6,1,42003020100,6,1,2,4-Jan,-80.0024186,40.4409263,EXACT
297973,2018-10-29T13:19:00,Illegal Parking,Call Center,0,Police - Zones 1-6,Mt. Oliver,3,16,42003561700,3,16,3,8-Apr,-79.97953577,40.41090692,APPROXIMATE
297972,2018-10-29T13:18:00,Litter,Call Center,0,DPW - Street Maintenance,Central Northside,1,25,42003220600,1,25,1,6-Jan,-80.0058834,40.4575427,EXACT
297971,2018-10-29T13:17:00,Weeds/Debris,Call Center,3,"Permits, Licenses and Inspections",Squirrel Hill North,8,14,42003140100,3,14,4,26-Feb,-79.9365183,40.4455311,EXACT
297970,2018-10-29T13:17:00,Meter (broken),Call Center,1,Parking Authority,Squirrel Hill South,5,14,42003141400,3,14,4,21-Feb,-79.9234981,40.4297217,EXACT
297969,2018-10-29T13:04:00,Mayor's Office,Call Center,1,311,Central Business District,6,2,42003020100,6,2,2,4-Jan,-79.9957102,40.4395063,APPROXIMATE
297968,2018-10-29T13:03:00,Illegal Parking,Call Center,0,Police - Zones 1-6,Carrick,4,29,42003290100,3,29,3,23-Apr,-79.99053319,40.39753977,APPROXIMATE
297967,2018-10-29T13:00:00,Paving Concern/Problem,Control Panel,0,DOMI - Asphalt,Overbrook,4,32,42003320700,5,32,3,25-Apr,-80.0000097,40.3855261,EXACT
297966,2018-10-29T12:52:00,Potholes,Website,0,DPW - Street Maintenance,Greenfield,5,15,42003151600,3,15,4,12-Feb,-79.9420265,40.4195711,EXACT
297965,2018-10-29T12:50:00,Building Maintenance,Call Center,3,"Permits, Licenses and Inspections",Central Lawrenceville,7,9,42003090100,2,9,2,5-Mar,-79.95901293,40.47668436,APPROXIMATE
297964,2018-10-29T12:48:00,Tree Issues,Call Center,3,"Permits, Licenses and Inspections",Fairywood,2,28,42003563000,5,28,6,16-Jan,-80.08464438,40.45096199,APPROXIMATE
297962,2018-10-29T12:47:00,Litter,Call Center,0,DPW - Street Maintenance,Perry South,6,26,42003261500,1,26,1,12-Jan,-80.015821,40.472301,EXACT
297963,2018-10-29T12:47:00,Street Light - Repair,Call Center,0,Allegheny City Electric,Crawford-Roberts,6,3,42003030500,3,3,2,1-Feb,-79.9823218,40.4435459,EXACT
297960,2018-10-29T12:46:00,Root prune ,Call Center,0,DPW - Forestry Division,Central Lawrenceville,7,9,42003090100,2,9,2,5-Mar,-79.95901503,40.47674406,APPROXIMATE
297961,2018-10-29T12:46:00,Potholes,Call Center,0,DPW - Street Maintenance,Perry North,1,26,42003260700,1,26,1,15-Jan,-80.0091804,40.4780504,EXACT
297959,2018-10-29T12:46:00,Guide Rail,Call Center,0,DOMI - Construction,Perry South,6,26,42003261500,1,26,1,12-Jan,-80.015821,40.472301,EXACT
297957,2018-10-29T12:39:00,Traffic,Call Center,0,Police - Zones 1-6,South Side Slopes,3,17,42003170600,3,17,3,6-Apr,-79.986665,40.4220878,EXACT
297958,2018-10-29T12:39:00,Traffic,Call Center,0,Police - Zones 1-6,South Side Slopes,3,17,42003170600,3,17,3,6-Apr,-79.9854029,40.4221698,EXACT
297956,2018-10-29T12:38:00,Potholes,Call Center,0,DPW - Street Maintenance,Sheraden,2,20,42003202200,5,20,6,16-Jan,-80.0642481,40.4516355,EXACT
297955,2018-10-29T12:37:00,Potholes,Call Center,0,DPW - Street Maintenance,Larimer,9,12,42003120800,2,12,5,12-Mar,-79.9079305,40.4616034,EXACT
297954,2018-10-29T12:28:00,Sinkhole,Call Center,0,DPW - Street Maintenance,Perry South,6,26,42003261400,1,26,1,12-Jan,-80.0098885,40.4656846,EXACT
297953,2018-10-29T12:27:00,Weeds/Debris,Call Center,3,"Permits, Licenses and Inspections",Bon Air,4,18,42003562400,5,18,3,7-Apr,-79.9971563,40.4085099,EXACT
297952,2018-10-29T12:23:00,Curb/Request for Asphalt Windrow,Call Center,3,DPW - Street Maintenance,Mount Washington,2,19,42003191500,5,19,3,27-Apr,-80.0110351,40.4230003,EXACT
297951,2018-10-29T12:14:00,Street Cleaning/Sweeping,Call Center,0,DPW - Street Maintenance,Brighton Heights,1,27,42003270100,1,27,1,14-Jan,-80.0381179,40.4866094,EXACT
297950,2018-10-29T12:06:00,Litter,Call Center,0,DPW - Street Maintenance,Carrick,4,29,42003290400,3,29,3,23-Apr,-79.9808786,40.3858626,EXACT
297949,2018-10-29T12:06:00,Building Without a Permit,Control Panel,3,"Permits, Licenses and Inspections",Strip District,7,2,42003020300,6,2,2,25-Feb,-79.98039388,40.45419562,APPROXIMATE
297948,2018-10-29T12:04:00,Weeds/Debris,Call Center,3,"Permits, Licenses and Inspections",South Side Slopes,3,17,42003170600,3,17,3,24-Apr,-79.978525,40.424799,EXACT
297947,2018-10-29T12:03:00,Weeds/Debris,Call Center,3,"Permits, Licenses and Inspections",South Side Slopes,3,17,42003170600,3,17,3,24-Apr,-79.9785564,40.4244424,EXACT
297946,2018-10-29T12:02:00,Refuse Violations,Call Center,0,DPW - Refuse,South Side Slopes,3,17,42003170600,3,17,3,3-Apr,-79.98042377,40.42224532,APPROXIMATE
297945,2018-10-29T12:01:00,Weeds/Debris,Call Center,3,"Permits, Licenses and Inspections",South Side Slopes,3,17,42003170600,3,17,3,22-Apr,-79.982582,40.4212489,EXACT
297944,2018-10-29T11:57:00,Mayor's Office,Call Center,0,311,,,,,,,,,,,OUT_OF_BOUNDS
297943,2018-10-29T11:56:00,Pedestrian/Bicycle Concerns,Call Center,0,DOMI - Traffic,Central Business District,6,1,42003020100,6,1,2,4-Jan,-80.0010604,40.4365474,EXACT
297942,2018-10-29T11:53:00,Litter,Call Center,0,DPW - Street Maintenance,Greenfield,5,15,42003151600,3,15,4,12-Feb,-79.9432505,40.4246445,EXACT
297941,2018-10-29T11:52:00,Mayor's Office,Call Center,0,311,Central Business District,6,2,42003020100,6,2,2,4-Jan,-79.99597161,40.43961151,APPROXIMATE
297940,2018-10-29T11:46:00,Utility Cut - PWSA,Call Center,0,Pittsburgh Water and Sewer Authority,Shadyside,8,7,42003070500,2,7,4,11-Mar,-79.92948784,40.45423912,EXACT
297939,2018-10-29T11:41:00,Potholes,Call Center,0,DPW - Street Maintenance,Lincoln-Lemington-Belmar,9,12,42003120300,2,12,5,15-Mar,-79.9067613,40.4666864,EXACT
297938,2018-10-29T11:40:00,Potholes,Call Center,0,DPW - Street Maintenance,Homewood North,9,13,42003130100,2,13,5,18-Mar,-79.8992727,40.4631517,EXACT
297936,2018-10-29T11:39:00,Abandoned Vehicle (parked on street),Twitter,0,Police - AVU,South Side Flats,3,17,42003170200,3,17,3,2-Apr,-79.99154098,40.42951646,APPROXIMATE
297937,2018-10-29T11:39:00,Potholes,Call Center,0,DPW - Street Maintenance,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,15-Mar,-79.8977422,40.4663552,EXACT
297935,2018-10-29T11:38:00,Meter (broken),Call Center,1,Parking Authority,Squirrel Hill South,5,14,42003140800,3,14,4,18-Feb,-79.922969,40.4380545,EXACT
297934,2018-10-29T11:37:00,Parking Authority,Call Center,1,Parking Authority,Squirrel Hill South,5,14,42003140800,3,14,4,18-Feb,-79.922969,40.4380545,EXACT
297933,2018-10-29T11:36:00,Potholes,Call Center,0,DPW - Street Maintenance,Knoxville,3,30,42003300100,5,30,3,6-Apr,-79.9906222,40.4158458,EXACT
297932,2018-10-29T11:24:00,Barricades,Call Center,0,DPW - Street Maintenance,Overbrook,4,32,42003320400,5,32,3,23-Apr,-79.9930699,40.3895284,EXACT
297930,2018-10-29T11:23:00,Litter,Call Center,0,DPW - Street Maintenance,Point Breeze,8,14,42003140400,3,14,4,17-Feb,-79.9134874,40.4535935,EXACT
297931,2018-10-29T11:23:00,Missed Blue Bag,Call Center,1,DPW - Refuse,Highland Park,7,11,42003110600,2,11,5,9-Mar,-79.91834841,40.47092336,APPROXIMATE
297929,2018-10-29T11:10:00,Building Maintenance,Control Panel,3,"Permits, Licenses and Inspections",Spring Garden,1,24,42003241200,1,24,1,5-Jan,-79.99131925,40.46010406,APPROXIMATE
297928,2018-10-29T11:09:00,Rodent control,Call Center,1,Animal Care & Control,East Hills,9,13,42003130600,2,13,5,17-Mar,-79.88170624,40.45220512,APPROXIMATE
297927,2018-10-29T11:07:00,Potholes,Call Center,0,DPW - Street Maintenance,Carrick,4,29,42003290100,3,29,3,23-Apr,-79.9937252,40.3926617,EXACT
297926,2018-10-29T11:06:00,Illegal Parking,Call Center,0,Police - Zones 1-6,Bloomfield,7,9,42003090300,2,9,5,6-Mar,-79.95095283,40.46483121,APPROXIMATE
297925,2018-10-29T11:04:00,Dead tree (Public property),Website,0,DPW - Forestry Division,Shadyside,8,7,42003070600,2,7,4,11-Mar,-79.929791,40.4509843,EXACT
297924,2018-10-29T11:03:00,Missed Pick Up,Call Center,3,DPW - Refuse,Garfield,9,10,42003101600,2,10,5,4-Mar,-79.93909064,40.47056339,APPROXIMATE
297922,2018-10-29T11:01:00,Potholes,Call Center,0,DPW - Street Maintenance,Homewood North,9,13,42003130600,2,13,5,17-Mar,-79.8779285,40.4569318,EXACT
297923,2018-10-29T11:01:00,Drainage/Leak,Call Center,0,DPW - Street Maintenance,South Side Flats,3,17,42003170200,3,17,3,24-Apr,-79.9885144,40.4271404,EXACT
297921,2018-10-29T10:59:00,Replace/Repair a Sign,Control Panel,3,DOMI - TrafficShop,Morningside,7,10,42003101400,2,10,5,7-Mar,-79.9287295,40.4809354,EXACT
297920,2018-10-29T10:57:00,Building Maintenance,Call Center,3,"Permits, Licenses and Inspections",Mt. Oliver,3,16,42003561700,3,16,3,8-Apr,-79.97923074,40.41086016,APPROXIMATE
297918,2018-10-29T10:55:00,Drainage/Leak,Call Center,0,DPW - Street Maintenance,Greenfield,5,15,42003151600,3,15,4,12-Feb,-79.9455676,40.4220095,EXACT
297919,2018-10-29T10:55:00,Paving Request,Call Center,1,DOMI - Asphalt,Greenfield,5,15,42003151600,3,15,4,12-Feb,-79.9455676,40.4220095,EXACT
297917,2018-10-29T10:55:00,"Traffic or Pedestrian Signal, Request ",Website,0,DOMI - Traffic,Shadyside,8,7,42003070500,2,7,4,11-Mar,-79.93397041,40.45723559,EXACT
297916,2018-10-29T10:54:00,Smoke detectors,Call Center,1,Fire Bureau,Mt. Oliver,3,16,42003561700,3,16,3,8-Apr,-79.97918467,40.41073294,APPROXIMATE
297915,2018-10-29T10:53:00,Potholes,Call Center,3,DPW - Street Maintenance,Homewood North,9,13,42003130100,2,13,5,18-Mar,-79.8972406,40.4631471,EXACT
297914,2018-10-29T10:53:00,Bike Lane Bollard,Website,0,DPW - Construction Division,Squirrel Hill South,5,14,42003140800,3,14,4,21-Feb,-79.91934553,40.43763952,EXACT
297913,2018-10-29T10:52:00,Sidewalk Obstruction,Control Panel,0,DOMI - Permits,South Oakland,3,4,42003040900,3,4,4,11-Feb,-79.9596302,40.4325332,EXACT
297912,2018-10-29T10:52:00,Utility Cut - PWSA,Call Center,0,Pittsburgh Water and Sewer Authority,South Oakland,3,4,42003040900,3,4,4,11-Feb,-79.9521348,40.4300036,EXACT
297911,2018-10-29T10:51:00,"Traffic or Pedestrian Signal, Request ",Website,0,DOMI - Traffic,Squirrel Hill South,5,14,42003980500,3,14,4,21-Feb,-79.93656628,40.43280762,EXACT
297910,2018-10-29T10:51:00,Handicap Parking Signs,Call Center,0,DOMI - Traffic,Allentown,3,18,42003180300,5,18,3,6-Apr,-79.9924882,40.41914145,APPROXIMATE
297909,2018-10-29T10:49:00,Request New Sign,Website,0,DOMI - Traffic,Squirrel Hill South,5,14,42003980500,3,14,4,21-Feb,-79.93350473,40.43323476,EXACT
297908,2018-10-29T10:46:00,"Litter Can, Public",Call Center,0,DPW - Street Maintenance,Manchester,6,21,42003210700,1,21,1,8-Jan,-80.0291305,40.4564366,EXACT
297907,2018-10-29T10:39:00,Missed Pick Up,Call Center,1,DPW - Refuse,Point Breeze,9,14,42003140600,3,14,4,14-Mar,-79.89539055,40.44298803,APPROXIMATE
297906,2018-10-29T10:38:00,Weeds/Debris,Call Center,3,"Permits, Licenses and Inspections",Knoxville,3,30,42003300100,5,30,3,7-Apr,-79.9911039,40.4106511,EXACT
297905,2018-10-29T10:38:00,Rodent control,Call Center,1,Animal Care & Control,Overbrook,4,32,42003320700,5,32,3,25-Apr,-80.00088521,40.38558502,APPROXIMATE
297904,2018-10-29T10:35:00,Abandoned Vehicle (parked on street),Control Panel,0,Police - AVU,Knoxville,3,30,42003300100,5,30,3,6-Apr,-79.9929477,40.41458064,APPROXIMATE
297903,2018-10-29T10:34:00,Building Without a Permit,Control Panel,3,"Permits, Licenses and Inspections",Perry South,6,26,42003261400,1,26,1,12-Jan,-80.0159072,40.466013,APPROXIMATE
297902,2018-10-29T10:33:00,Street Light - Repair,Call Center,0,Allegheny City Electric,Highland Park,7,11,42003110200,2,11,5,9-Mar,-79.922123,40.471371,EXACT
297900,2018-10-29T10:31:00,Broken Sidewalk,Call Center,3,"Permits, Licenses and Inspections",South Side Flats,3,17,42003170200,3,17,3,2-Apr,-79.99250736,40.4287879,EXACT
297901,2018-10-29T10:31:00,Missed Pick Up,Call Center,1,DPW - Refuse,Carrick,4,29,42003290400,3,29,3,23-Apr,-79.98022987,40.38216131,APPROXIMATE
297899,2018-10-29T10:30:00,Illegal Dumping,Call Center,0,DOMI - Permits,West Oakland,6,4,42003040200,3,4,4,10-Feb,-79.9679966,40.43708287,APPROXIMATE
297898,2018-10-29T10:29:00,Refuse Violations,Call Center,0,DPW - Refuse,South Side Slopes,3,16,42003160800,3,16,3,24-Apr,-79.97053349,40.42305792,APPROXIMATE
297897,2018-10-29T10:26:00,Thank You - Police,Call Center,0,Police - Zones 1-6,Squirrel Hill North,8,14,42003140200,3,14,4,17-Feb,-79.92970456,40.44695419,APPROXIMATE
297896,2018-10-29T10:25:00,Abandoned Vehicle (parked on street),Control Panel,0,Police - AVU,Knoxville,3,30,42003300100,5,30,3,6-Apr,-79.99288327,40.41463231,APPROXIMATE
297895,2018-10-29T10:20:00,Mayor's Office,Call Center,0,311,,,,,,,,,,,OUT_OF_BOUNDS
297894,2018-10-29T10:19:00,Weeds/Debris,Control Panel,3,"Permits, Licenses and Inspections",Overbrook,4,32,42003320400,5,32,3,23-Apr,-79.9938419,40.385424,EXACT
297893,2018-10-29T10:14:00,Illegal Parking,Call Center,0,Police - Zones 1-6,East Allegheny,1,23,42003563200,1,23,1,20-Jan,-79.99767451,40.45303448,APPROXIMATE
297892,2018-10-29T10:02:00,Potholes,Call Center,0,DPW - Street Maintenance,Brookline,4,19,42003191800,5,19,6,26-Apr,-80.0158249,40.3878064,EXACT
297891,2018-10-29T10:01:00,Weeds/Debris,Call Center,1,"Permits, Licenses and Inspections",Homewood West,9,12,42003120700,2,12,5,17-Mar,-79.901332,40.460141,EXACT
297890,2018-10-29T09:59:00,Street Cleaning/Sweeping,Call Center,0,DPW - Street Maintenance,Brookline,4,19,42003191800,5,19,6,26-Apr,-80.0172029,40.3865766,EXACT
297889,2018-10-29T09:47:00,Potholes,Twitter,0,DPW - Street Maintenance,Brighton Heights,1,27,42003270100,1,27,1,14-Jan,-80.0446312,40.4822716,EXACT
297887,2018-10-29T09:43:00,Zoning Issue,Text Message,3,"Permits, Licenses and Inspections",Knoxville,3,30,42003300100,5,30,3,6-Apr,-79.99298223,40.41773147,APPROXIMATE
297888,2018-10-29T09:43:00,Refuse Violations,Call Center,0,DPW - Refuse,Mount Washington,2,19,42003191500,5,19,3,27-Apr,-80.00900393,40.4230235,APPROXIMATE
297886,2018-10-29T09:41:00,Missed Pick Up,Call Center,1,DPW - Refuse,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,18-Mar,-79.89251714,40.46699474,APPROXIMATE
297885,2018-10-29T09:40:00,Pruning (city tree),Call Center,0,DPW - Forestry Division,Marshall-Shadeland,1,27,42003270400,1,27,1,9-Jan,-80.0262469,40.4654874,EXACT
297883,2018-10-29T09:38:00,Abandoned Vehicle (parked on street),Call Center,0,Police - AVU,Upper Hill,6,5,42003050600,3,5,2,22-Feb,-79.96194933,40.45259326,APPROXIMATE
297884,2018-10-29T09:38:00,Traffic,Control Panel,0,DOMI - Traffic,Central Business District,6,1,42003020100,6,1,2,4-Jan,-80.0011301,40.4391752,EXACT
297882,2018-10-29T09:36:00,Potholes,Call Center,0,DPW - Street Maintenance,Swisshelm Park,5,14,42003141100,3,14,4,19-Feb,-79.9041616,40.4210581,EXACT
297881,2018-10-29T09:33:00,Potholes,Twitter,0,DPW - Street Maintenance,Brighton Heights,1,27,42003270100,1,27,1,14-Jan,-80.0444354,40.4826613,EXACT
297880,2018-10-29T09:32:00,Pruning (city tree),Twitter,0,DPW - Forestry Division,Point Breeze,9,14,42003140600,3,14,4,14-Mar,-79.8976401,40.4396739,EXACT
297879,2018-10-29T09:31:00,Early Set Out,Twitter,0,DPW - Refuse,South Side Slopes,3,17,42003170600,3,17,3,5-Apr,-79.98992129,40.42563892,APPROXIMATE
297878,2018-10-29T09:29:00,Abandoned Vehicle (parked on street),Call Center,0,Police - AVU,Perry North,1,26,42003260200,1,26,1,15-Jan,-80.02467007,40.49147509,APPROXIMATE
297876,2018-10-29T09:26:00,Permit Parking (Residential Parking Permit),Call Center,0,Parking Authority,Bluff,6,1,42003010300,3,1,2,4-Feb,-79.98457341,40.43683667,APPROXIMATE
297877,2018-10-29T09:26:00,Stormwater Runoff,Call Center,3,"Permits, Licenses and Inspections",Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,18-Mar,-79.89272261,40.46697017,APPROXIMATE
297875,2018-10-29T09:23:00,Refuse Violations,Call Center,0,DPW - Refuse,South Side Slopes,3,16,42003160800,3,16,3,24-Apr,-79.97080232,40.42286204,APPROXIMATE
297874,2018-10-29T09:21:00,Refuse Violations,Call Center,0,DPW - Refuse,South Side Flats,3,16,42003160900,3,16,3,24-Apr,-79.96826563,40.42569863,APPROXIMATE
297873,2018-10-29T09:20:00,Dumpster,Call Center,3,"Permits, Licenses and Inspections",Bluff,6,1,42003010300,3,1,2,4-Feb,-79.98455662,40.43691802,APPROXIMATE
297872,2018-10-29T09:18:00,Refuse Violations,Call Center,0,DPW - Refuse,South Side Flats,3,16,42003160900,3,16,3,24-Apr,-79.96832096,40.42611978,APPROXIMATE
297871,2018-10-29T09:10:00,Electrical Violation,Control Panel,3,"Permits, Licenses and Inspections",South Side Flats,3,17,42003170200,3,17,3,24-Apr,-79.9791709,40.43036003,APPROXIMATE
297870,2018-10-29T09:06:00,Rodent control,Call Center,1,Animal Care & Control,Manchester,6,21,42003210700,1,21,1,8-Jan,-80.02385292,40.45319269,APPROXIMATE
297869,2018-10-29T08:56:00,Dead Tree (3TB),Call Center,0,DPW - Construction Division,Mount Washington,2,19,42003191400,5,19,3,27-Apr,-80.0144425,40.42620371,APPROXIMATE
297868,2018-10-29T08:54:00,Sidewalk Obstruction,Website,0,DOMI - Permits,Marshall-Shadeland,1,27,42003270400,1,27,1,9-Jan,-80.0263653,40.4671854,EXACT
297867,2018-10-29T08:54:00,Potholes,Call Center,3,DPW - Street Maintenance,Homewood South,9,13,42003130400,2,13,5,17-Mar,-79.8858449,40.4521098,EXACT
297866,2018-10-29T08:49:00,Weeds/Debris,Website,3,"Permits, Licenses and Inspections",Upper Lawrenceville,7,10,42003101100,2,10,2,5-Mar,-79.94749,40.48411,EXACT
297865,2018-10-29T08:45:00,Pruning (city tree),Call Center,0,DPW - Forestry Division,Bloomfield,7,8,42003080600,2,8,5,23-Mar,-79.9400987,40.4619739,EXACT
297864,2018-10-29T08:41:00,Potholes,Website,0,DPW - Street Maintenance,Mount Washington,3,18,42003180700,5,18,3,5-Apr,-80.00209776,40.42699473,EXACT
297863,2018-10-29T08:40:00,Vacant Building,Control Panel,3,"Permits, Licenses and Inspections",Manchester,6,21,42003210700,1,21,1,8-Jan,-80.027257,40.456178,EXACT
297862,2018-10-29T08:39:00,Early Set Out,Call Center,0,DPW - Refuse,South Side Slopes,3,17,42003170600,3,17,3,22-Apr,-79.98434928,40.41979414,APPROXIMATE
